encoded_mct,mct_bse_ar,mct_nm,mct_brd_num,hpsn_mct_zcd_nm,hpsn_mct_bzn_cd_nm,ta_ym,m12_mal_1020_rat,m12_mal_30_rat,m12_mal_40_rat,m12_mal_50_rat,m12_mal_60_rat,m12_fme_1020_rat,m12_fme_30_rat,m12_fme_40_rat,m12_fme_50_rat,m12_fme_60_rat,mct_ue_cln_reu_rat,mct_ue_cln_new_rat,rc_m1_shc_rsd_ue_cln_rat,rc_m1_shc_wp_ue_cln_rat,rc_m1_shc_flp_ue_cln_rat,mct_ope_ms_cn,rc_m1_saa,rc_m1_to_ue_ct,rc_m1_ue_cus_cn,rc_m1_av_np_at,apv_ce_rat,dlv_saa_rat,m1_sme_ry_saa_rat,m1_sme_ry_cnt_rat,m12_sme_ry_saa_pce_rt,m12_sme_bzn_saa_pce_rt,new_area_with_public
3AE0B97C20,서울 성동구 왕십리로24길 5,소*,,한식-육류/고기,왕십리,2023,2.837716667,13.12874167,20.53491667,28.95603333,10.596325,0.895616667,4.104591667,6.465083333,9.118966667,3.345341667,21.68333333,7.034166667,40.56666667,6.683333333,52.75,10.20833333,14.375,62.5,62.5,5,,,277.3,65.71666667,5.666666667,11.2,한식음식점
3AE0B97C20,서울 성동구 왕십리로24길 5,소*,,한식-육류/고기,왕십리,2024,2.774708333,14.226675,21.99819167,26.34196667,12.24798333,0.783625,4.123325,6.376808333,7.558033333,3.577016667,23.44583333,5.688333333,43.53333333,5.45,51,5,19.16666667,62.5,62.5,5,,,225.1916667,51.81666667,5.775,12.225,한식음식점
3AE3E04CCF,서울 성동구 마조로 29.,쥬*,주스1,주스,한양대,2023,32.664025,5.946558333,3.187041667,2.867883333,0.406008333,39.80264167,7.245108333,3.887958333,3.49045,0.493991667,36.88166667,6.838333333,49.26666667,4.908333333,45.81666667,37.5,41.66666667,7.083333333,7.083333333,93.95833333,,3.858333333,219.4333333,400.1916667,5.966666667,41.09166667,커피-음료
3AE3E04CCF,서울 성동구 마조로 29.,쥬*,주스1,주스,한양대,2024,30.58824167,6.06145,3.277733333,2.623391667,0.436166667,40.56175833,8.046883333,4.347266667,3.484941667,0.5805,36.28333333,5.904166667,50.51666667,4.208333333,45.29166667,20.83333333,45.83333333,8.125,8.125,93.95833333,,7.183333333,159.0583333,277.325,8.508333333,39.79166667,커피-음료
3AE8B97E90,서울특별시 성동구 서울숲4길 17,파티********,,카페,뚝섬,2023,16.50641667,9.649008333,2.439016667,2.005783333,0.555966667,36.46025,21.309325,5.385983333,4.42755,1.227366667,9.475,7.943333333,8.391666667,6.725,84.89166667,62.5,16.45833333,5,5,62.5,,,256.0583333,614.05,5.933333333,11.45833333,커피-음료
3AE8B97E90,서울특별시 성동구 서울숲4길 17,파티********,,카페,뚝섬,2024,15.66898333,10.37375,2.613533333,2.433525,0.713291667,33.59768333,22.23458333,5.603133333,5.216475,1.528375,9.503333333,7.140833333,10.16666667,6.908333333,82.94166667,62.5,22.5,6.041666667,5,64.16666667,,,210.0916667,513.6333333,6.891666667,12.14166667,커피-음료
3AF3906E1E,서울특별시 성동구 무학봉길 57,슐스*****,,카페,왕십리,2023,6.502055556,13.816,7.777888889,8.150577778,2.936477778,10.10905556,21.484,12.16655556,12.56053333,4.485744444,35.92333333,27.91888889,63.02222222,6.011111111,30.95555556,90.83333333,40.27777778,17.5,19.72222222,82.5,1,64.27777778,101.0222222,339.4111111,42.48888889,0,커피-음료
3AF3906E1E,서울특별시 성동구 무학봉길 57,슐스*****,,카페,왕십리,2024,7.39035,15.25488333,9.548758333,11.36085,4.916591667,7.93465,16.23678333,10.16790833,12.03081667,5.133408333,38.09833333,6.164166667,64.58333333,5.825,29.60833333,80.83333333,43.75,17.5,20.83333333,82.5,,70.33333333,87.4,311.2833333,21.15833333,0,커피-음료
3B0E5FAA4D,서울특별시 성동구 상원1길 25,그린****,,한식뷔페,뚝섬,2023,20.12095,28.77030833,13.18919167,6.493391667,4.933808333,7.15405,10.32969167,4.810808333,2.356608333,1.816191667,49.92333333,6.761666667,13.19166667,38.75,48.05,62.5,29.16666667,17.5,17.5,62.5,,,155.375,487.475,11.63333333,17.63333333,한식음식점
3B0E5FAA4D,서울특별시 성동구 상원1길 25,그린****,,한식뷔페,뚝섬,2024,12.646775,24.08001667,13.75006667,6.606716667,4.997658333,7.719891667,14.69498333,8.399933333,4.03495,3.052341667,47.14416667,6.229166667,11.3,39.23333333,49.45833333,52.08333333,30.83333333,15.41666667,20.83333333,62.5,,,165.3083333,555.3666667,9.916666667,15.08333333,한식음식점
3B0F367222,서울 성동구 성수동2가,맛닭******,치킨18,치킨,성수,2023,14.37759167,16.8125,13.73735833,17.23198333,9.747691667,5.614075,6.5625,5.362641667,6.72635,3.802308333,17.915,6.993333333,24.94166667,24.60833333,50.45833333,5,9.166666667,20.83333333,19.16666667,37.5,,0.958333333,643.4333333,431.725,0.608333333,6.291666667,치킨전문점
3B0F367222,서울 성동구 성수동2가,맛닭******,치킨18,치킨,성수,2024,12.65184167,17.91746667,12.81164167,16.262525,12.3862,4.914825,6.9492,4.971691667,6.312475,4.805466667,16.68166667,7.028333333,24.05,24.71666667,51.225,5,10.20833333,27.5,22.5,37.5,,0.525,645.375,415.2833333,0.691666667,6.7,치킨전문점
3B10BE8CBB,서울 성동구 마장로37길 43.,창민**,,축산물,마장동,2023,10.071475,25.37391667,6.459766667,9.988,6.971458333,7.103525,17.63441667,4.4819,7.045333333,4.895208333,16.97083333,5.309166667,4.358333333,4.525,91.10833333,34.16666667,48.95833333,80.83333333,80.83333333,9.166666667,1,,143.8166667,8.166666667,9.916666667,16.7,기타_식재료
3B10BE8CBB,서울 성동구 마장로37길 43.,창민**,,축산물,마장동,2024,3.819816667,31.865,12.63616667,5.735216667,6.534941667,2.488516667,19.885,9.8805,3.589783333,3.548391667,26.4975,15.43416667,6.591666667,1.666666667,91.74166667,17.5,41.45833333,66.66666667,68.75,13.33333333,1,,111.225,47.75833333,27.95833333,21.16666667,기타_식재료
3B2E13DA95,서울특별시 성동구 연무장9길 4,디엑*********,,한식-단품요리일반,성수,2023,20.03095556,5.539477778,0.420122222,1.1806,0.543033333,52.25793333,14.47163333,1.079877778,3.086066667,1.401411111,25.92,32.50777778,4.911111111,4.433333333,90.64444444,90.83333333,37.5,35.27777778,37.5,37.5,,,141.0111111,156.9666667,36.03333333,33.65555556,한식음식점
3B2E13DA95,서울특별시 성동구 연무장9길 4,디엑*********,,한식-단품요리일반,성수,2024,21.33623333,5.567525,0.892025,1.54515,0.308175,50.63876667,13.21580833,2.116308333,3.671516667,0.733491667,27.4025,7.5275,6.308333333,3.491666667,90.2,80.83333333,37.5,37.5,37.5,37.5,1,,124.7666667,140.625,15.025,18.66666667,한식음식점
3B463692E1,서울특별시 성동구 뚝섬로1길 55,돼지*,,한식-육류/고기,뚝섬,2023,12.48080833,19.49491667,19.15901667,11.408025,12.15256667,4.219191667,6.538416667,6.549316667,3.900308333,4.080766667,16.895,9.864166667,35.875,25.725,38.425,85.625,52.5,69.16666667,67.5,11.25,,,86.43333333,19.63333333,30.31666667,34.24166667,한식음식점
3B463692E1,서울특별시 성동구 뚝섬로1길 55,돼지*,,한식-육류/고기,뚝섬,2024,11.41924167,23.01041667,16.87515,10.99940833,6.598958333,5.172425,10.36458333,7.62485,4.967258333,2.959375,18.06333333,6.246666667,35.475,24.325,40.20833333,70.83333333,60,72.5,74.16666667,9.166666667,,,71.45833333,16.11666667,23.3,27.00833333,한식음식점
3B4CB64E6A,서울특별시 성동구 왕십리로10길 5-6,세븐******************************,,햄버거,뚝섬,2023,29.35465,17.7575,5.40625,6.40285,0,20.64535,12.2425,3.74375,4.39715,0,7.635,90.15,16.7,38.55,44.8,95,72.5,60,50,50,1,21.2,23.15,11.4,78.5,66.15,패스트푸드점
3B4CB64E6A,서울특별시 성동구 왕십리로10길 5-6,세븐******************************,,햄버거,뚝섬,2024,18.91794167,17.6201,7.63505,8.475741667,2.110225,15.56539167,14.57156667,6.33995,7.007591667,1.756441667,13.695,18.00166667,17.60833333,21.06666667,61.33333333,87.70833333,50,47.91666667,44.58333333,47.91666667,1,38.60833333,44.725,20.65,50.43333333,40.93333333,패스트푸드점
3B5C32604B,서울 성동구 마조로7길 6,싱싱*****,한식-해물/생선5,한식-해물/생선,한양대,2023,30.80074167,18.06489167,8.594108333,8.5091,3.042433333,13.82425833,8.110108333,3.864225,3.8159,1.3659,16.1725,7.2825,30.69166667,9.6,59.725,5,5,17.5,15.41666667,17.5,,,681.325,308.3,0.983333333,4.825,한식음식점
3B5C32604B,서울 성동구 마조로7길 6,싱싱*****,한식-해물/생선5,한식-해물/생선,한양대,2024,29.34616667,18.91765833,9.261483333,8.621016667,3.331058333,12.90383333,8.299008333,4.07185,3.778983333,1.460608333,15.5,7.15,32.3,9.366666667,58.325,5,5,17.5,16.45833333,17.5,,,632.4416667,287.8916667,1.066666667,4.366666667,한식음식점
3B758AC2A1,서울특별시 성동구 성덕정9길 3,성수**,,분식,성수,2023,7.774408333,13.080125,16.2417,10.72028333,7.2055,6.367258333,10.669875,13.31663333,8.754716667,5.8945,42.23333333,5.731666667,41.41666667,26.70833333,31.85,70.83333333,75.83333333,58.33333333,60.41666667,80.83333333,,,22.5,76.85,50.93333333,45.11666667,분식전문점
3B758AC2A1,서울특별시 성동구 성덕정9길 3,성수**,,분식,성수,2024,5.972216667,14.81599167,16.752825,12.78765,8.675816667,4.211116667,10.28400833,11.722175,8.83735,5.949183333,39.19083333,5.990833333,52.86666667,22.13333333,25,62.5,74.16666667,58.33333333,58.33333333,75.83333333,,,39.1,48.31666667,46.03333333,43.69166667,분식전문점
3B8E59372C,서울 성동구 살곶이길 18.,충청**,,식료품,마장동,2023,4.332408333,14.32405833,14.42045833,17.59245,21.90941667,1.642591667,5.409275,5.454541667,6.65755,8.273916667,14.19666667,8.360833333,12.24166667,3.491666667,84.275,80.83333333,15,62.5,62.5,5,,,293.4666667,38.91666667,5.041666667,11.04166667,기타_식재료
3B8E59372C,서울 성동구 살곶이길 18.,충청**,,식료품,마장동,2024,5.229591667,13.29465,13.51063333,16.45896667,22.892025,2.112075,5.297016667,5.464366667,6.5827,9.149641667,14.59833333,5.8,18.69166667,4.166666667,77.14166667,62.5,14.375,62.5,62.5,5,1,,271.8333333,34.44166667,4.383333333,7.308333333,기타_식재료
3BB8C1A3AD,서울 성동구 행당로 109.,행당**,한식-육류/고기31,한식-육류/고기,행당,2023,3.315283333,8.828041667,15.11790833,18.19115833,14.40923333,2.226383333,5.913625,10.13209167,12.217175,9.682433333,25.89916667,6.534166667,71.04166667,3.316666667,25.64166667,25.83333333,10.20833333,24.16666667,19.16666667,37.5,,28.05,331.325,206.7,3.875,4.9,한식음식점
3BB8C1A3AD,서울 성동구 행당로 109.,행당**,한식-육류/고기31,한식-육류/고기,행당,2024,3.044266667,8.544358333,14.50334167,18.68521667,14.29443333,2.114066667,5.922308333,10.04665833,12.94811667,9.905566667,23.9225,6.199166667,69.925,4.425,25.675,17.5,17.5,37.5,25.83333333,37.5,,33.54166667,261.5083333,184.8,5.083333333,5.383333333,한식음식점
3BCE6D8224,서울 성동구 마조로 21.,쏘러*,,호프/맥주,한양대,2023,46.703075,18.8355,5.223683333,2.068683333,3.828508333,13.88859167,5.981166667,1.642983333,0.622983333,1.196491667,30.89333333,5.061666667,30.375,7.458333333,62.175,24.16666667,56.25,62.5,64.16666667,37.5,,,63.69166667,50.93333333,29.89166667,54.60833333,호프-간이주점
3BCE6D8224,서울 성동구 마조로 21.,쏘러*,,호프/맥주,한양대,2024,35.70965,21.17251667,4.786566667,0.624533333,4.384216667,17.86535,10.57748333,2.413433333,0.317133333,2.190783333,29.9425,7.390833333,38.69166667,4.35,56.95833333,17.5,67.5,65.83333333,65.83333333,39.58333333,,,44,60.41666667,39.11666667,54.875,호프-간이주점
3BD38FB889,서울 성동구 왕십리로 294-2.,오소*,,한식-국수/만두,왕십리,2024,11.83615,17.6492,7.9254,9.1271,3.91215,11.31385,17.5508,7.8246,9.0229,3.83785,13.2,78.945,40.8,19.5,39.75,95,27.5,27.5,17.5,50,,6.85,185.85,346.05,48.5,53.55,한식음식점
3C16CE8803,서울특별시 성동구 성덕정길 72-4,순심**,,백반/가정식,성수,2023,0.371508333,2.803133333,8.630508333,29.33234167,29.58901667,0.186825,1.171866667,3.494491667,12.159325,12.22765,28.03333333,6.161666667,58.05,22.475,19.50833333,39.58333333,74.16666667,79.16666667,77.5,29.16666667,1,,21.74166667,18.625,46.91666667,42.25,한식음식점
3C16CE8803,서울특별시 성동구 성덕정길 72-4,순심**,,백반/가정식,성수,2024,2.943658333,2.294991667,4.282983333,34.52330833,22.34170833,1.464675,1.205008333,2.133683333,17.44335833,11.38329167,28.73666667,8.029166667,57.1,16.4,26.5,37.5,72.5,77.5,75.83333333,25.83333333,1,,25.76666667,20.46666667,49.24166667,43.425,한식음식점
3C470EF2B3,서울 성동구 아차산로7길 16.,정참*,,일식-참치회,성수,2023,8.859858333,28.57789167,29.333675,8.846575,3.668525,2.306808333,7.513775,7.641325,2.278425,0.956475,13.63583333,6.764166667,28.25833333,31.2,40.55,17.5,36.66666667,69.16666667,67.5,5,1,,89.8,20.15,24.83333333,16.88333333,일식음식점
3C470EF2B3,서울 성동구 아차산로7길 16.,정참*,,일식-참치회,성수,2024,11.088225,18.8014,32.51851667,14.53860833,5.852025,2.303441667,3.8736,6.77315,3.028058333,1.231308333,15.28416667,8.1475,27.24166667,30.7,42.08333333,17.5,29.16666667,65.83333333,62.5,5,1,,105.3416667,24.45833333,23.25833333,16.89166667,일식음식점
3C4FAA53F0,서울 성동구 한림말1길 13.,제주****,,한식-육류/고기,옥수,2023,8.976558333,16.846975,13.31913333,14.68348333,10.5076,4.990108333,9.311358333,7.4142,8.141516667,5.809066667,19.51166667,6.07,54.56666667,3.45,41.99166667,17.5,25.83333333,50,41.66666667,17.5,1,,218.9833333,76.53333333,6.241666667,9.491666667,한식음식점
3C4FAA53F0,서울 성동구 한림말1길 13.,제주****,,한식-육류/고기,옥수,2024,7.94855,16.04794167,13.586175,16.95306667,11.50869167,4.084783333,8.252058333,6.997158333,8.721933333,5.916308333,18.9625,6.92,54.61666667,2.541666667,42.83333333,17.5,25.83333333,54.16666667,50,17.5,1,,187.2333333,68.65,9.491666667,11.825,한식음식점
3C54A75A81,서울특별시 성동구 아차산로7길 21,멍텅*********,,한식-해물/생선,성수,2024,5.962542857,19.84795714,9.091042857,20.03371429,14.66055714,2.623171429,8.6949,3.980385714,8.723428571,6.396585714,13.64428571,35.80714286,38.92857143,19.72857143,41.31428571,95,23.21428571,55.35714286,55.35714286,15.71428571,1,1.24,186.4571429,90.08571429,30.52857143,30.28571429,한식음식점
3C57E8E398,서울 성동구 마장로37길 40 (마장동),온다***,,축산물,마장동,2023,67.375,11.57175,0,0,5.80325,7.625,5.07825,0,0,2.54675,8.335,83.335,0,0,100,95,82.5,82.5,82.5,17.5,1,,8.25,4.35,82.8,0,기타_식재료
3C57E8E398,서울 성동구 마장로37길 40 (마장동),온다***,,축산물,마장동,2024,6.963191667,19.74805,7.841333333,10.45048333,25.81388333,2.711808333,8.35195,3.083666667,4.20785,10.85278333,16.92083333,18.4575,6.591666667,1.041666667,92.36666667,87.70833333,51.66666667,79.16666667,77.5,6.041666667,1,,48.25833333,14.425,49.8,0,기타_식재료
3C5DFF3840,서울특별시 성동구 용답중앙11길 16-1,소담**,,분식,답십리,2023,9.128658333,15.0931,8.1126,5.810533333,2.726441667,13.179675,21.8069,11.7624,8.389466667,3.981891667,33.31166667,7.489166667,22.98333333,17.8,59.23333333,52.08333333,62.5,39.58333333,39.58333333,72.08333333,,12.8,70.84166667,75.9,38.80833333,39.3,분식전문점
3C5DFF3840,서울특별시 성동구 용답중앙11길 16-1,소담**,,분식,답십리,2024,9.31925,13.22874167,8.614408333,6.104066667,3.468533333,13.55575,19.237925,12.52725833,8.879266667,5.048133333,33.38333333,7.458333333,22.4,16.9,60.71666667,37.5,62.5,37.5,37.5,79.16666667,,15.29166667,83.875,104.3,27.24166667,32.95833333,분식전문점
3C6D370558,서울특별시 성동구 사근동11길 3,피자*,,피자,한양대,2023,34.69961667,8.393908333,10.96684167,5.621283333,6.86565,17.45038333,4.222758333,5.491491667,2.853716667,3.442683333,27.74416667,6.2675,59.51666667,1.683333333,38.8,37.5,82.5,79.16666667,75.83333333,62.5,,,15.69166667,27.36666667,68.08333333,0,양식음식점
3C6D370558,서울특별시 성동구 사근동11길 3,피자*,,피자,한양대,2024,27.17078333,8.857158333,6.545783333,5.901208333,3.440658333,24.82921667,8.659508333,6.045883333,5.398791667,3.167675,25.06,5.940833333,66.45833333,2.083333333,31.45833333,37.5,84.58333333,82.5,80.83333333,62.5,,,10.16666667,18.20833333,75.39166667,0,양식음식점
3C76B0425D,서울특별시 성동구 행당로1길 7,전기****,,한식-단품요리일반,행당,2023,6.225,20.7932,20.65728,0,18.68452,3.135,10.3468,10.62272,0,9.53548,16.114,35.308,68.18,1.34,30.48,95,78.5,78.5,74.5,52.5,1,76.26,12.62,13.36,78.94,0,한식음식점
3C76B0425D,서울특별시 성동구 행당로1길 7,전기****,,한식-단품요리일반,행당,2024,5.600016667,15.33815833,18.91491667,4.158566667,21.06881667,3.099983333,8.328508333,10.39341667,1.8581,11.24785,21.26,2.740833333,66.67142857,19.04285714,14.28571429,84.58333333,88.75,85.625,85.625,54.375,,91.95,2.45,2.333333333,75.625,0,한식음식점
3C9076A1D4,서울 성동구 마조로5길 4-10.,쇼*,,이자카야,한양대,2023,27.32386667,25.30871667,9.708975,5.033,1.567075,12.30113333,11.39961667,4.382691667,2.267,0.707925,3.165,6.879166667,15.50833333,5.466666667,79,6.041666667,35.83333333,56.25,45.83333333,20.83333333,,,174.4,452.2583333,4.583333333,32.275,호프-간이주점
3C9076A1D4,서울 성동구 마조로5길 4-10.,쇼*,,이자카야,한양대,2024,27.50243333,26.88896667,11.59079167,6.7512,1.048091667,9.789233333,9.536033333,4.084208333,2.407133333,0.376908333,2.3475,5.738333333,17.74166667,8.05,74.20833333,5,53.75,65.83333333,63.75,17.5,,,91.55,202.8333333,17.39166667,40.14166667,호프-간이주점
3C918D8F6A,서울  성동구  성수일로11길  11,동치*,,한식-찌개/전골,뚝섬,2023,8.0397,15.37865,18.81459167,19.99075833,7.509275,3.493633333,6.679683333,8.168741667,8.675908333,3.249058333,37.9375,6.253333333,23.5,36.45833333,40.05833333,17.5,22.5,22.5,19.16666667,39.58333333,,0,193.375,308.875,8.766666667,14.275,한식음식점
3C918D8F6A,서울  성동구  성수일로11길  11,동치*,,한식-찌개/전골,뚝섬,2024,6.624275,15.71241667,17.09643333,18.33155,8.426908333,3.375725,8.037583333,8.728566667,9.360116667,4.306425,36.0775,5.9975,23.14166667,40.1,36.73333333,17.5,22.5,24.16666667,24.16666667,37.5,1,,194.1416667,299.0916667,8.366666667,13.15833333,한식음식점
3C92DED4C1,서울  성동구  독서당로40길,신의*****,한식-육류/고기16,한식-육류/고기,옥수,2023,6.085016667,13.50426667,15.58240833,16.60674167,16.51309167,2.823316667,6.270733333,7.234258333,7.709925,7.670241667,36.57583333,6.22,53.84166667,5.75,40.41666667,17.5,5,5,5,41.66666667,,,724.6333333,690.8833333,1.091666667,2.591666667,한식음식점
3C92DED4C1,서울  성동구  독서당로40길,신의*****,한식-육류/고기16,한식-육류/고기,옥수,2024,5.929608333,12.35748333,13.717925,17.06875833,16.7652,3.078725,6.409183333,7.115408333,8.864575,8.701466667,35.16833333,6.125,55.20833333,5.541666667,39.25,17.5,5,5,5,42.08333333,,,828.6083333,694.2,0.641666667,1.591666667,한식음식점
3C97811992,서울  성동구  무수막길,강정***,,치킨,신금호,2023,10.90009167,13.17549167,10.24201667,13.28965,9.272508333,8.258241667,9.991175,7.766316667,10.07701667,7.035825,35.04416667,5.964166667,70.13333333,5.05,24.825,17.5,60.41666667,39.58333333,41.66666667,62.5,,5.333333333,39.33333333,31.15,42.93333333,32.99166667,치킨전문점
3C97811992,서울  성동구  무수막길,강정***,,치킨,신금호,2024,7.815416667,10.37636667,9.100125,12.4168,9.246241667,8.084583333,10.7653,9.491541667,12.96653333,9.745425,34.42833333,5.291666667,77.24166667,3.933333333,18.825,10.20833333,60.41666667,52.08333333,47.91666667,60.41666667,,17.825,44.26666667,43.99166667,39.68333333,33.875,치킨전문점
3C9CFC0B9F,서울 성동구 마장로31길 44.,삼보**,,축산물,마장동,2023,3.915791667,15.62046667,25.79606667,12.194525,9.706641667,1.850875,7.604533333,12.73726667,5.972141667,4.601691667,24.1075,8.8125,24.15,1.458333333,74.39166667,37.5,46.66666667,74.16666667,74.16666667,5,1,,170.6666667,26.01666667,8,21.575,기타_식재료
3C9CFC0B9F,서울 성동구 마장로31길 44.,삼보**,,축산물,마장동,2024,1.057075,16.232375,30.141725,11.88774167,7.633408333,0.592925,7.942625,14.79994167,5.920591667,3.808258333,25.87166667,5.17,35.10833333,4.375,60.51666667,32.5,50.41666667,80.83333333,77.5,5,1,,111.45,14.05833333,8.425,19.8,기타_식재료
3CAACEBFFD,서울 성동구 무학로 36.,한국***,,백반/가정식,행당,2023,6.019625,15.0791,14.51344167,22.205875,12.70185,2.497041667,6.287566667,6.128225,9.302458333,5.281483333,32.57416667,6.914166667,22.83333333,17.24166667,59.925,17.5,19.16666667,62.5,62.5,10.20833333,1,18.175,206.6416667,80.61666667,10.31666667,0,한식음식점
3CAACEBFFD,서울 성동구 무학로 36.,한국***,,백반/가정식,행당,2024,2.56145,13.18695833,14.89995833,21.37311667,15.88664167,1.21355,6.229708333,7.041708333,10.10188333,7.480025,25.47583333,9.7575,42,9.008333333,49.00833333,17.5,8.125,47.91666667,43.75,9.166666667,1,9.6,323.7166667,125.9333333,5.083333333,0,한식음식점
3CBCDB9525,서울 성동구 왕십리로20길 11-1,담쟁*,,백반/가정식,왕십리,2023,9.830458333,10.20080833,12.53106667,14.50335833,11.05101667,7.069541667,7.382525,9.002266667,10.429975,7.998983333,23.20583333,7.390833333,31.575,21.21666667,47.225,5,20.83333333,35.83333333,32.5,37.5,,,186.5,231.8916667,8.691666667,15.93333333,한식음식점
3CBCDB9525,서울 성동구 왕십리로20길 11-1,담쟁*,,백반/가정식,왕십리,2024,7.024216667,10.30445833,10.564025,15.90513333,13.99389167,5.14245,7.537208333,7.727641667,11.59486667,10.20610833,22.24416667,6.248333333,34.06666667,22.63333333,43.325,5,30.83333333,37.5,37.5,35.83333333,,,160.5083333,177.6,9.708333333,18.40833333,한식음식점
3CBD6CE416,서울특별시 성동구 마조로 67,요커***********,,카페,한양대,2024,15.5112,9.50894,2.22793,4.12447,2.03986,31.0288,18.80106,4.46207,8.28553,4.02014,35.665,21.422,56.74,9.17,34.09,90,68.5,42.5,50,82.5,1,67.27,32.15,106.94,58.14,0,커피-음료
3CD5747A9B,서울 성동구 성수일로8길 5.,데일****,,샌드위치/토스트,성수,2023,6.774791667,6.276866667,6.638441667,5.766708333,1.444508333,18.40020833,17.04813333,18.04489167,15.666625,3.913825,30.85,5.505833333,0.558333333,0,99.44166667,82.5,82.5,62.5,64.16666667,74.16666667,1,61.75,12.91666667,33.91666667,59.625,48.51666667,분식전문점
3CD5747A9B,서울 성동구 성수일로8길 5.,데일****,,샌드위치/토스트,성수,2024,6.8177375,7.509675,6.8686875,7.069525,1.5481,16.1322625,17.577825,16.3063125,16.542975,3.6269,28.86,6.49375,0,0,100,67.5,82.5,65,65,76.875,,54.1,8.95,28.4875,64.625,52.825,분식전문점
3CFB121A76,서울특별시 성동구 자동차시장1길 41,한컵**,,청과물,장한평자동차,2023,24.55246667,13.16023333,1.601966667,2.7914,0.993933333,32.5142,17.3731,2.0647,3.6086,1.3394,38.56333333,60.84666667,40.23333333,7.666666667,52.1,95,69.16666667,24.16666667,37.5,82.5,1,,55.26666667,232.2666667,58.83333333,52.33333333,기타_식재료
3CFB121A76,서울특별시 성동구 자동차시장1길 41,한컵**,,청과물,장한평자동차,2024,19.593375,15.12790833,3.628941667,3.443808333,1.090458333,26.031625,20.180425,4.854391667,4.581191667,1.451208333,45.77666667,10.83083333,39.60833333,7.158333333,53.24166667,86.66666667,62.5,20.83333333,35.83333333,82.5,1,,61.40833333,225.35,32.44166667,24.275,기타_식재료
3D05D0CBE9,서울 성동구 상왕십리동,일미**********,한식-육류/고기21,한식-육류/고기,,2023,8.970033333,14.96648333,15.34751667,14.26916667,4.292975,6.621633333,10.89185,11.26915,10.28916667,3.090358333,17.07583333,6.958333333,31.70833333,13.3,54.99166667,25.83333333,69.16666667,62.5,62.5,37.5,1,75.46666667,27.075,24.28333333,47.40833333,0,한식음식점
3D05D0CBE9,서울 성동구 상왕십리동,일미**********,한식-육류/고기21,한식-육류/고기,,2024,6.774225,15.95034167,16.37144167,13.00069167,3.8367,5.359108333,12.55799167,12.93689167,10.190975,3.021633333,17.12333333,6.840833333,15.19166667,11.78333333,73.01666667,17.5,74.16666667,70.83333333,67.5,37.5,1,66.01666667,21.88333333,19.88333333,52.425,0,한식음식점
3D35397FAB,서울특별시 성동구 장터길 41-1,호주*********,,건강식품,금남시장,2024,0,0,0,23.025,69.075,0,0,0,1.975,5.925,0,100,75,0,25,95,82.5,82.5,82.5,37.5,,,8.4,20.8,73.7,77.6,기타_식재료
3D432C28C3,서울특별시 성동구 왕십리로 410,장한*******,,백반/가정식,왕십리,2023,6.000808333,11.47794167,18.22378333,16.53370833,6.460425,4.224191667,8.097058333,12.86788333,11.55795833,4.564575,30.7525,6.465833333,38.11666667,15.38333333,46.51666667,37.5,43.75,50,45.83333333,37.5,1,4.5,87.13333333,75.175,23.68333333,0,한식음식점
3D432C28C3,서울특별시 성동구 왕십리로 410,장한*******,,백반/가정식,왕십리,2024,5.207666667,9.416466667,15.934075,21.03148333,7.74205,3.534,6.433533333,10.940925,14.40185,5.38295,30.63083333,6.360833333,36.68333333,14.15833333,49.14166667,37.5,50,62.5,45.83333333,37.5,,7.891666667,78.475,71.95833333,24.3,0,한식음식점
3D4F4809F0,서울특별시 성동구 서울숲4길 22-7,훈*,,일식당,뚝섬,2023,23.07887273,14.22652727,4.557963636,4.448427273,1.692636364,25.00294545,15.40983636,4.932945455,4.8243,1.834636364,4.618181818,9.108181818,7.181818182,4.818181818,87.99090909,83.63636364,6.136363636,22.95454545,15.90909091,26.59090909,1,,294.4636364,270.2,5.1,5.481818182,일식음식점
3D56F4D9D7,서울특별시 성동구 자동차시장1길 70,영광**,,백반/가정식,장한평자동차,2023,3.962225,4.935683333,16.730625,22.94648333,36.61069167,0.754441667,0.92265,2.819375,3.903516667,6.389308333,41.82666667,12.34583333,6.8,44.38333333,48.83333333,86.66666667,62.5,41.66666667,62.5,62.5,1,,46.84166667,130.2916667,42.54166667,27.73333333,한식음식점
3D56F4D9D7,서울특별시 성동구 자동차시장1길 70,영광**,,백반/가정식,장한평자동차,2024,1.548675,6.827341667,17.90464167,16.27425,39.40828333,0.434658333,1.514325,3.887025,3.75075,8.47505,37.51583333,5.725,5.825,46.00833333,48.175,72.5,62.5,54.16666667,64.16666667,60.41666667,1,3.781818182,44.15833333,99.16666667,33.64166667,20.25,한식음식점
3D65A21626,서울 성동구 마장로 137.,컴포***********,커피전문점11,커피전문점,왕십리,2024,7.525909091,17.19419091,15.31360909,7.432663636,4.128445455,7.074090909,16.10580909,14.35911818,6.958245455,3.880645455,34.27363636,25.22909091,33.44545455,5.645454545,60.93636364,89.31818182,33.86363636,5,5,90.45454545,,2.672727273,206.9545455,377.4454545,25.21818182,0,커피-음료
